# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
D9C73_018274	gene-D9C73_018274	rna-gnl|WGS:SCMI|mrna_D9C73_018274	protein_coding	0	0	2	0	0	0	0	2
D9C73_018284	gene-D9C73_018284	rna-gnl|WGS:SCMI|mrna_D9C73_018284	protein_coding	0	0	1	1	0	0	0	0
D9C73_018287	gene-D9C73_018287	rna-gnl|WGS:SCMI|mrna_D9C73_018287	protein_coding	0	0	1	0	0	0	0	1
D9C73_018290	gene-D9C73_018290	rna-gnl|WGS:SCMI|mrna_D9C73_018290	protein_coding	0	0	1	0	1	0	0	0
D9C73_018347	gene-D9C73_018347	rna-gnl|WGS:SCMI|mrna_D9C73_018347	protein_coding	0	0	1	0	0	0	0	1
D9C73_018364	gene-D9C73_018364	rna-gnl|WGS:SCMI|mrna_D9C73_018364	protein_coding	0	0	3	3	0	0	0	0
D9C73_018365	gene-D9C73_018365	rna-gnl|WGS:SCMI|mrna_D9C73_018365	protein_coding	0	0	2	0	0	0	0	2
D9C73_018412	gene-D9C73_018412	rna-gnl|WGS:SCMI|mrna_D9C73_018412	protein_coding	0	0	2	0	0	0	0	2
D9C73_018414	gene-D9C73_018414	rna-gnl|WGS:SCMI|mrna_D9C73_018414	protein_coding	0	0	2	0	0	0	0	2
D9C73_018415	gene-D9C73_018415	rna-gnl|WGS:SCMI|mrna_D9C73_018415	protein_coding	0	0	1	1	0	0	0	0
D9C73_018426	gene-D9C73_018426	rna-gnl|WGS:SCMI|mrna_D9C73_018426	protein_coding	0	0	1	0	0	0	0	1
D9C73_018439	gene-D9C73_018439	rna-gnl|WGS:SCMI|mrna_D9C73_018439	protein_coding	0	0	1	0	0	0	0	1
D9C73_018450	gene-D9C73_018450	rna-gnl|WGS:SCMI|mrna_D9C73_018450	protein_coding	0	0	2	0	0	0	0	2
D9C73_018463	gene-D9C73_018463	rna-gnl|WGS:SCMI|mrna_D9C73_018463	protein_coding	0	0	1	1	0	0	0	0
D9C73_018483	gene-D9C73_018483	rna-gnl|WGS:SCMI|mrna_D9C73_018483	protein_coding	0	0	1	0	0	0	0	1
D9C73_018639	gene-D9C73_018639	rna-gnl|WGS:SCMI|mrna_D9C73_018639	protein_coding	0	0	3	0	0	0	0	3
D9C73_018718	gene-D9C73_018718	rna-gnl|WGS:SCMI|mrna_D9C73_018718	protein_coding	0	0	1	0	1	0	0	0
D9C73_018778	gene-D9C73_018778	rna-gnl|WGS:SCMI|mrna_D9C73_018778	protein_coding	0	0	1	0	1	0	0	0
D9C73_018779	gene-D9C73_018779	rna-gnl|WGS:SCMI|mrna_D9C73_018779	protein_coding	0	0	1	1	0	0	0	0
D9C73_018846	gene-D9C73_018846	rna-gnl|WGS:SCMI|mrna_D9C73_018846	protein_coding	0	0	1	0	1	0	0	0
D9C73_019018	gene-D9C73_019018	rna-gnl|WGS:SCMI|mrna_D9C73_019018	protein_coding	0	0	1	0	0	0	0	1
D9C73_019020	gene-D9C73_019020	rna-gnl|WGS:SCMI|mrna_D9C73_019020	protein_coding	0	0	2	0	2	0	0	0
D9C73_019052	gene-D9C73_019052	rna-gnl|WGS:SCMI|mrna_D9C73_019052	protein_coding	0	0	1	0	1	0	0	0
D9C73_019116	gene-D9C73_019116	rna-gnl|WGS:SCMI|mrna_D9C73_019116	protein_coding	0	0	1	0	1	0	0	0
D9C73_019192	gene-D9C73_019192	rna-gnl|WGS:SCMI|mrna_D9C73_019192	protein_coding	0	0	5	0	5	0	0	0
D9C73_019200	gene-D9C73_019200	rna-gnl|WGS:SCMI|mrna_D9C73_019200	protein_coding	0	0	2	0	2	0	0	0
D9C73_019235	gene-D9C73_019235	rna-gnl|WGS:SCMI|mrna_D9C73_019235	protein_coding	0	0	1	0	1	0	0	0
D9C73_019244	gene-D9C73_019244	rna-gnl|WGS:SCMI|mrna_D9C73_019244	protein_coding	0	0	3	0	3	0	0	0
D9C73_019247	gene-D9C73_019247	rna-gnl|WGS:SCMI|mrna_D9C73_019247	protein_coding	0	0	5	5	0	0	0	0
D9C73_019295	gene-D9C73_019295	rna-gnl|WGS:SCMI|mrna_D9C73_019295	protein_coding	0	0	1	0	1	0	0	0
D9C73_019300	gene-D9C73_019300	rna-gnl|WGS:SCMI|mrna_D9C73_019300	protein_coding	0	0	1	0	0	0	0	1
D9C73_019318	gene-D9C73_019318	rna-gnl|WGS:SCMI|mrna_D9C73_019318	protein_coding	0	0	1	0	1	0	0	0
D9C73_019432	gene-D9C73_019432	rna-gnl|WGS:SCMI|mrna_D9C73_019432	protein_coding	0	0	1	0	0	0	0	1
D9C73_019457	gene-D9C73_019457	rna-gnl|WGS:SCMI|mrna_D9C73_019457	protein_coding	0	0	2	2	0	0	0	0
D9C73_019458	gene-D9C73_019458	rna-gnl|WGS:SCMI|mrna_D9C73_019458	protein_coding	0	0	2	2	0	0	0	0
D9C73_019479	gene-D9C73_019479	rna-gnl|WGS:SCMI|mrna_D9C73_019479	protein_coding	0	0	2	0	2	0	0	0
D9C73_019482	gene-D9C73_019482	rna-gnl|WGS:SCMI|mrna_D9C73_019482	protein_coding	0	0	1	0	1	0	0	0
D9C73_019494	gene-D9C73_019494	rna-gnl|WGS:SCMI|mrna_D9C73_019494	protein_coding	0	0	1	0	0	0	0	1
D9C73_019530	gene-D9C73_019530	rna-gnl|WGS:SCMI|mrna_D9C73_019530	protein_coding	0	0	1	0	0	0	0	1
D9C73_019531	gene-D9C73_019531	rna-gnl|WGS:SCMI|mrna_D9C73_019531	protein_coding	0	0	1	0	0	0	0	1
D9C73_019542	gene-D9C73_019542	rna-gnl|WGS:SCMI|mrna_D9C73_019542	protein_coding	0	0	1	0	1	0	0	0
D9C73_019591	gene-D9C73_019591	rna-gnl|WGS:SCMI|mrna_D9C73_019591	protein_coding	0	0	1	0	1	0	0	0
D9C73_019611	gene-D9C73_019611	rna-gnl|WGS:SCMI|mrna_D9C73_019611	protein_coding	0	0	1	1	0	0	0	0
D9C73_019612	gene-D9C73_019612	rna-gnl|WGS:SCMI|mrna_D9C73_019612	protein_coding	0	0	1	1	0	0	0	0
D9C73_019622	gene-D9C73_019622	rna-gnl|WGS:SCMI|mrna_D9C73_019622	protein_coding	0	0	1	0	0	0	0	1
D9C73_019623	gene-D9C73_019623	rna-gnl|WGS:SCMI|mrna_D9C73_019623	protein_coding	0	0	1	0	1	0	0	0
D9C73_019692	gene-D9C73_019692	rna-gnl|WGS:SCMI|mrna_D9C73_019692	protein_coding	0	0	1	0	1	0	0	0
D9C73_019782	gene-D9C73_019782	rna-gnl|WGS:SCMI|mrna_D9C73_019782	protein_coding	0	0	1	1	0	0	0	0
D9C73_019783	gene-D9C73_019783	rna-gnl|WGS:SCMI|mrna_D9C73_019783	protein_coding	0	0	1	1	0	0	0	0
D9C73_019906	gene-D9C73_019906	rna-gnl|WGS:SCMI|mrna_D9C73_019906	protein_coding	0	0	3	3	0	0	0	0
D9C73_020149	gene-D9C73_020149	rna-gnl|WGS:SCMI|mrna_D9C73_020149	protein_coding	0	0	2	2	0	0	0	0
D9C73_020153	gene-D9C73_020153	rna-gnl|WGS:SCMI|mrna_D9C73_020153	protein_coding	0	0	1	1	0	0	0	0
D9C73_020184	gene-D9C73_020184	rna-gnl|WGS:SCMI|mrna_D9C73_020184	protein_coding	0	0	4	0	4	0	0	0
D9C73_020186	gene-D9C73_020186	rna-gnl|WGS:SCMI|mrna_D9C73_020186	protein_coding	0	0	1	1	0	0	0	0
D9C73_020203	gene-D9C73_020203	rna-gnl|WGS:SCMI|mrna_D9C73_020203	protein_coding	0	0	1	0	1	0	0	0
D9C73_020213	gene-D9C73_020213	rna-gnl|WGS:SCMI|mrna_D9C73_020213	protein_coding	0	0	2	0	2	0	0	0
D9C73_020220	gene-D9C73_020220	rna-gnl|WGS:SCMI|mrna_D9C73_020220	protein_coding	0	0	1	0	1	0	0	0
D9C73_020232	gene-D9C73_020232	rna-gnl|WGS:SCMI|mrna_D9C73_020232	protein_coding	0	0	2	0	0	0	0	2
D9C73_020249	gene-D9C73_020249	rna-gnl|WGS:SCMI|mrna_D9C73_020249	protein_coding	0	0	2	0	2	0	0	0
D9C73_020254	gene-D9C73_020254	rna-gnl|WGS:SCMI|mrna_D9C73_020254	protein_coding	0	0	1	0	1	0	0	0
D9C73_020265	gene-D9C73_020265	rna-gnl|WGS:SCMI|mrna_D9C73_020265	protein_coding	0	0	1	1	0	0	0	0
D9C73_020266	gene-D9C73_020266	rna-gnl|WGS:SCMI|mrna_D9C73_020266	protein_coding	0	0	3	0	3	0	0	0
D9C73_020267	gene-D9C73_020267	rna-gnl|WGS:SCMI|mrna_D9C73_020267	protein_coding	0	0	1	0	0	0	0	1
D9C73_020269	gene-D9C73_020269	rna-gnl|WGS:SCMI|mrna_D9C73_020269	protein_coding	0	0	1	1	0	0	0	0
D9C73_020270	gene-D9C73_020270	rna-gnl|WGS:SCMI|mrna_D9C73_020270	protein_coding	0	0	1	1	0	0	0	0
D9C73_020271	gene-D9C73_020271	rna-gnl|WGS:SCMI|mrna_D9C73_020271	protein_coding	0	0	1	0	1	0	0	0
D9C73_020272	gene-D9C73_020272	rna-gnl|WGS:SCMI|mrna_D9C73_020272	protein_coding	0	0	1	1	0	0	0	0
D9C73_020322	gene-D9C73_020322	rna-gnl|WGS:SCMI|mrna_D9C73_020322	protein_coding	0	0	1	0	0	0	0	1
D9C73_020328	gene-D9C73_020328	rna-gnl|WGS:SCMI|mrna_D9C73_020328	protein_coding	0	0	1	0	0	0	0	1
D9C73_020337	gene-D9C73_020337	rna-gnl|WGS:SCMI|mrna_D9C73_020337	protein_coding	0	0	2	1	0	0	0	1
D9C73_020338	gene-D9C73_020338	rna-gnl|WGS:SCMI|mrna_D9C73_020338	protein_coding	0	0	1	0	0	0	0	1
D9C73_020342	gene-D9C73_020342	rna-gnl|WGS:SCMI|mrna_D9C73_020342	protein_coding	0	0	1	0	1	0	0	0
D9C73_020348	gene-D9C73_020348	rna-gnl|WGS:SCMI|mrna_D9C73_020348	protein_coding	0	0	2	0	0	0	0	2
D9C73_020349	gene-D9C73_020349	rna-gnl|WGS:SCMI|mrna_D9C73_020349	protein_coding	0	0	2	0	0	0	0	2
D9C73_020352	gene-D9C73_020352	rna-gnl|WGS:SCMI|mrna_D9C73_020352	protein_coding	0	0	1	1	0	0	0	0
D9C73_020364	gene-D9C73_020364	rna-gnl|WGS:SCMI|mrna_D9C73_020364	protein_coding	0	0	6	0	6	0	0	0
D9C73_020366	gene-D9C73_020366	rna-gnl|WGS:SCMI|mrna_D9C73_020366	protein_coding	0	0	1	0	0	0	0	1
D9C73_020367	gene-D9C73_020367	rna-gnl|WGS:SCMI|mrna_D9C73_020367	protein_coding	0	0	1	0	0	0	0	1
D9C73_020377	gene-D9C73_020377	rna-gnl|WGS:SCMI|mrna_D9C73_020377	protein_coding	0	0	1	0	1	0	0	0
D9C73_020521	gene-D9C73_020521	rna-gnl|WGS:SCMI|mrna_D9C73_020521	protein_coding	0	0	1	0	0	0	0	1
D9C73_020620	gene-D9C73_020620	rna-gnl|WGS:SCMI|mrna_D9C73_020620	protein_coding	0	0	1	1	0	0	0	0
D9C73_020621	gene-D9C73_020621	rna-gnl|WGS:SCMI|mrna_D9C73_020621	protein_coding	0	0	1	0	0	0	0	1
D9C73_020699	gene-D9C73_020699	rna-gnl|WGS:SCMI|mrna_D9C73_020699	protein_coding	0	0	1	1	0	0	0	0
D9C73_020700	gene-D9C73_020700	rna-gnl|WGS:SCMI|mrna_D9C73_020700	protein_coding	0	0	1	0	0	0	0	1
D9C73_020702	gene-D9C73_020702	rna-gnl|WGS:SCMI|mrna_D9C73_020702	protein_coding	0	0	5	0	5	0	0	0
D9C73_020703	gene-D9C73_020703	rna-gnl|WGS:SCMI|mrna_D9C73_020703	protein_coding	0	0	1	0	0	0	0	1
D9C73_020813	gene-D9C73_020813	rna-gnl|WGS:SCMI|mrna_D9C73_020813	protein_coding	0	0	3	3	0	0	0	0
D9C73_020902	gene-D9C73_020902	rna-gnl|WGS:SCMI|mrna_D9C73_020902	protein_coding	0	0	1	0	0	0	0	1
D9C73_020917	gene-D9C73_020917	rna-gnl|WGS:SCMI|mrna_D9C73_020917	protein_coding	0	0	1	1	0	0	0	0
D9C73_020928	gene-D9C73_020928	rna-gnl|WGS:SCMI|mrna_D9C73_020928	protein_coding	0	0	1	0	1	0	0	0
D9C73_020934	gene-D9C73_020934	rna-gnl|WGS:SCMI|mrna_D9C73_020934	protein_coding	0	0	2	0	0	0	0	2
D9C73_021061	gene-D9C73_021061	rna-gnl|WGS:SCMI|mrna_D9C73_021061	protein_coding	0	0	1	1	0	0	0	0
D9C73_021172	gene-D9C73_021172	rna-gnl|WGS:SCMI|mrna_D9C73_021172	protein_coding	0	0	1	0	0	0	0	1
D9C73_021238	gene-D9C73_021238	rna-gnl|WGS:SCMI|mrna_D9C73_021238	protein_coding	0	0	1	1	0	0	0	0
D9C73_021239	gene-D9C73_021239	rna-gnl|WGS:SCMI|mrna_D9C73_021239	protein_coding	0	0	1	1	0	0	0	0
D9C73_021275	gene-D9C73_021275	rna-gnl|WGS:SCMI|mrna_D9C73_021275	protein_coding	0	0	1	0	0	0	0	1
D9C73_021276	gene-D9C73_021276	rna-gnl|WGS:SCMI|mrna_D9C73_021276	protein_coding	0	0	1	0	0	0	0	1
D9C73_021290	gene-D9C73_021290	rna-gnl|WGS:SCMI|mrna_D9C73_021290	protein_coding	0	0	1	0	1	0	0	0
D9C73_021306	gene-D9C73_021306	rna-gnl|WGS:SCMI|mrna_D9C73_021306	protein_coding	0	0	1	1	0	0	0	0
D9C73_021339	gene-D9C73_021339	rna-gnl|WGS:SCMI|mrna_D9C73_021339	protein_coding	0	0	1	0	1	0	0	0
D9C73_021372	gene-D9C73_021372	rna-gnl|WGS:SCMI|mrna_D9C73_021372	protein_coding	0	0	5	0	0	0	0	5
D9C73_021507	gene-D9C73_021507	rna-gnl|WGS:SCMI|mrna_D9C73_021507	protein_coding	0	0	1	0	1	0	0	0
D9C73_021508	gene-D9C73_021508	rna-gnl|WGS:SCMI|mrna_D9C73_021508	protein_coding	0	0	1	1	0	0	0	0
D9C73_021609	gene-D9C73_021609	rna-gnl|WGS:SCMI|mrna_D9C73_021609	protein_coding	0	0	1	0	1	0	0	0
D9C73_021645	gene-D9C73_021645	rna-gnl|WGS:SCMI|mrna_D9C73_021645	protein_coding	0	0	1	0	0	0	0	1
D9C73_021660	gene-D9C73_021660	rna-gnl|WGS:SCMI|mrna_D9C73_021660	protein_coding	0	0	1	1	0	0	0	0
D9C73_021702	gene-D9C73_021702	rna-gnl|WGS:SCMI|mrna_D9C73_021702	protein_coding	0	0	2	0	0	0	0	2
D9C73_021703	gene-D9C73_021703	rna-gnl|WGS:SCMI|mrna_D9C73_021703	protein_coding	0	0	2	2	0	0	0	0
D9C73_021707	gene-D9C73_021707	rna-gnl|WGS:SCMI|mrna_D9C73_021707	protein_coding	0	0	1	0	1	0	0	0
D9C73_021708	gene-D9C73_021708	rna-gnl|WGS:SCMI|mrna_D9C73_021708	protein_coding	0	0	1	0	0	0	0	1
D9C73_021709	gene-D9C73_021709	rna-gnl|WGS:SCMI|mrna_D9C73_021709	protein_coding	0	0	1	0	0	0	0	1
D9C73_021779	gene-D9C73_021779	rna-gnl|WGS:SCMI|mrna_D9C73_021779	protein_coding	0	0	3	0	3	0	0	0
D9C73_021869	gene-D9C73_021869	rna-gnl|WGS:SCMI|mrna_D9C73_021869	protein_coding	0	0	1	0	0	0	0	1
D9C73_021871	gene-D9C73_021871	rna-gnl|WGS:SCMI|mrna_D9C73_021871	protein_coding	0	0	1	0	0	0	0	1
D9C73_022082	gene-D9C73_022082	rna-gnl|WGS:SCMI|mrna_D9C73_022082	protein_coding	0	0	2	0	2	0	0	0
D9C73_022112	gene-D9C73_022112	rna-gnl|WGS:SCMI|mrna_D9C73_022112	protein_coding	0	0	1	1	0	0	0	0
D9C73_022152	gene-D9C73_022152	rna-gnl|WGS:SCMI|mrna_D9C73_022152	protein_coding	0	0	2	2	0	0	0	0
D9C73_022153	gene-D9C73_022153	rna-gnl|WGS:SCMI|mrna_D9C73_022153	protein_coding	0	0	2	0	0	0	0	2
D9C73_022205	gene-D9C73_022205	rna-gnl|WGS:SCMI|mrna_D9C73_022205	protein_coding	0	0	1	1	0	0	0	0
D9C73_022207	gene-D9C73_022207	rna-gnl|WGS:SCMI|mrna_D9C73_022207	protein_coding	0	0	2	0	2	0	0	0
D9C73_022225	gene-D9C73_022225	rna-gnl|WGS:SCMI|mrna_D9C73_022225	protein_coding	0	0	1	0	0	0	0	1
D9C73_022269	gene-D9C73_022269	rna-gnl|WGS:SCMI|mrna_D9C73_022269	protein_coding	0	0	1	0	1	0	0	0
D9C73_022273	gene-D9C73_022273	rna-gnl|WGS:SCMI|mrna_D9C73_022273	protein_coding	0	0	2	0	0	0	0	2
D9C73_022274	gene-D9C73_022274	rna-gnl|WGS:SCMI|mrna_D9C73_022274	protein_coding	0	0	5	5	0	0	0	0
D9C73_022291	gene-D9C73_022291	rna-gnl|WGS:SCMI|mrna_D9C73_022291	protein_coding	0	0	1	0	0	0	0	1
D9C73_022325	gene-D9C73_022325	rna-gnl|WGS:SCMI|mrna_D9C73_022325	protein_coding	0	0	2	2	0	0	0	0
D9C73_022326	gene-D9C73_022326	rna-gnl|WGS:SCMI|mrna_D9C73_022326	protein_coding	0	0	2	0	2	0	0	0
D9C73_022374	gene-D9C73_022374	rna-gnl|WGS:SCMI|mrna_D9C73_022374	protein_coding	0	0	1	0	1	0	0	0
D9C73_022383	gene-D9C73_022383	rna-gnl|WGS:SCMI|mrna_D9C73_022383	protein_coding	0	0	2	2	0	0	0	0
D9C73_022509	gene-D9C73_022509	rna-gnl|WGS:SCMI|mrna_D9C73_022509	protein_coding	0	0	3	0	3	0	0	0
D9C73_022694	gene-D9C73_022694	rna-gnl|WGS:SCMI|mrna_D9C73_022694	protein_coding	0	0	3	0	3	0	0	0
D9C73_022700	gene-D9C73_022700	rna-gnl|WGS:SCMI|mrna_D9C73_022700	protein_coding	0	0	1	0	1	0	0	0
D9C73_022723	gene-D9C73_022723	rna-gnl|WGS:SCMI|mrna_D9C73_022723	protein_coding	0	0	1	1	0	0	0	0
D9C73_022724	gene-D9C73_022724	rna-gnl|WGS:SCMI|mrna_D9C73_022724	protein_coding	0	0	1	0	0	0	0	1
D9C73_022747	gene-D9C73_022747	rna-gnl|WGS:SCMI|mrna_D9C73_022747	protein_coding	0	0	1	1	0	0	0	0
D9C73_022752	gene-D9C73_022752	rna-gnl|WGS:SCMI|mrna_D9C73_022752	protein_coding	0	0	1	1	0	0	0	0
D9C73_022753	gene-D9C73_022753	rna-gnl|WGS:SCMI|mrna_D9C73_022753	protein_coding	0	0	1	0	1	0	0	0
D9C73_022754	gene-D9C73_022754	rna-gnl|WGS:SCMI|mrna_D9C73_022754	protein_coding	0	0	1	0	1	0	0	0
D9C73_022756	gene-D9C73_022756	rna-gnl|WGS:SCMI|mrna_D9C73_022756	protein_coding	0	0	1	0	1	0	0	0
D9C73_022804	gene-D9C73_022804	rna-gnl|WGS:SCMI|mrna_D9C73_022804	protein_coding	0	0	2	0	2	0	0	0
D9C73_022823	gene-D9C73_022823	rna-gnl|WGS:SCMI|mrna_D9C73_022823	protein_coding	0	0	1	0	1	0	0	0
D9C73_022863	gene-D9C73_022863	rna-gnl|WGS:SCMI|mrna_D9C73_022863	protein_coding	0	0	1	0	0	0	0	1
D9C73_022871	gene-D9C73_022871	rna-gnl|WGS:SCMI|mrna_D9C73_022871	protein_coding	0	0	2	0	0	0	0	2
D9C73_022943	gene-D9C73_022943	rna-gnl|WGS:SCMI|mrna_D9C73_022943	protein_coding	0	0	1	1	0	0	0	0
D9C73_022944	gene-D9C73_022944	rna-gnl|WGS:SCMI|mrna_D9C73_022944	protein_coding	0	0	1	0	0	0	0	1
D9C73_022946	gene-D9C73_022946	rna-gnl|WGS:SCMI|mrna_D9C73_022946	protein_coding	0	0	1	1	0	0	0	0
D9C73_022947	gene-D9C73_022947	rna-gnl|WGS:SCMI|mrna_D9C73_022947	protein_coding	0	0	1	1	0	0	0	0
D9C73_023039	gene-D9C73_023039	rna-gnl|WGS:SCMI|mrna_D9C73_023039	protein_coding	0	0	1	1	0	0	0	0
D9C73_023051	gene-D9C73_023051	rna-gnl|WGS:SCMI|mrna_D9C73_023051	protein_coding	0	0	1	1	0	0	0	0
D9C73_023061	gene-D9C73_023061	rna-gnl|WGS:SCMI|mrna_D9C73_023061	protein_coding	0	0	1	0	0	0	0	1
D9C73_023062	gene-D9C73_023062	rna-gnl|WGS:SCMI|mrna_D9C73_023062	protein_coding	0	0	1	1	0	0	0	0
D9C73_023075	gene-D9C73_023075	rna-gnl|WGS:SCMI|mrna_D9C73_023075	protein_coding	0	0	1	0	0	0	0	1
D9C73_023187	gene-D9C73_023187	rna-gnl|WGS:SCMI|mrna_D9C73_023187	protein_coding	0	0	1	0	1	0	0	0
D9C73_023196	gene-D9C73_023196	rna-gnl|WGS:SCMI|mrna_D9C73_023196	protein_coding	0	0	3	3	0	0	0	0
D9C73_023197	gene-D9C73_023197	rna-gnl|WGS:SCMI|mrna_D9C73_023197	protein_coding	0	0	3	3	0	0	0	0
D9C73_023267	gene-D9C73_023267	rna-gnl|WGS:SCMI|mrna_D9C73_023267	protein_coding	0	0	1	1	0	0	0	0
D9C73_023268	gene-D9C73_023268	rna-gnl|WGS:SCMI|mrna_D9C73_023268	protein_coding	0	0	1	1	0	0	0	0
D9C73_023274	gene-D9C73_023274	rna-gnl|WGS:SCMI|mrna_D9C73_023274	protein_coding	0	0	1	0	1	0	0	0
D9C73_023286	gene-D9C73_023286	rna-gnl|WGS:SCMI|mrna_D9C73_023286	protein_coding	0	0	1	0	0	0	0	1
D9C73_023334	gene-D9C73_023334	rna-gnl|WGS:SCMI|mrna_D9C73_023334	protein_coding	0	0	1	0	1	0	0	0
D9C73_023343	gene-D9C73_023343	rna-gnl|WGS:SCMI|mrna_D9C73_023343	protein_coding	0	0	2	0	0	0	0	2
D9C73_023344	gene-D9C73_023344	rna-gnl|WGS:SCMI|mrna_D9C73_023344	protein_coding	0	0	2	0	0	0	0	2
D9C73_023345	gene-D9C73_023345	rna-gnl|WGS:SCMI|mrna_D9C73_023345	protein_coding	0	0	2	0	0	0	0	2
D9C73_023402	gene-D9C73_023402	rna-gnl|WGS:SCMI|mrna_D9C73_023402	protein_coding	0	0	3	0	1	0	0	2
D9C73_023417	gene-D9C73_023417	rna-gnl|WGS:SCMI|mrna_D9C73_023417	protein_coding	0	0	1	0	0	0	0	1
D9C73_023429	gene-D9C73_023429	rna-gnl|WGS:SCMI|mrna_D9C73_023429	protein_coding	0	0	1	0	0	0	0	1
D9C73_023449	gene-D9C73_023449	rna-gnl|WGS:SCMI|mrna_D9C73_023449	protein_coding	0	0	1	1	0	0	0	0
D9C73_023519	gene-D9C73_023519	rna-gnl|WGS:SCMI|mrna_D9C73_023519	protein_coding	0	0	1	0	0	0	0	1
D9C73_023542	gene-D9C73_023542	rna-gnl|WGS:SCMI|mrna_D9C73_023542	protein_coding	0	0	1	1	0	0	0	0
D9C73_023578	gene-D9C73_023578	rna-gnl|WGS:SCMI|mrna_D9C73_023578	protein_coding	0	0	1	0	1	0	0	0
D9C73_023587	gene-D9C73_023587	rna-gnl|WGS:SCMI|mrna_D9C73_023587	protein_coding	0	0	2	0	0	0	0	2
D9C73_023615	gene-D9C73_023615	rna-gnl|WGS:SCMI|mrna_D9C73_023615	protein_coding	0	0	2	0	2	0	0	0
D9C73_023644	gene-D9C73_023644	rna-gnl|WGS:SCMI|mrna_D9C73_023644	protein_coding	0	0	1	1	0	0	0	0
D9C73_023670	gene-D9C73_023670	rna-gnl|WGS:SCMI|mrna_D9C73_023670	protein_coding	0	0	2	0	0	0	0	2
D9C73_023671	gene-D9C73_023671	rna-gnl|WGS:SCMI|mrna_D9C73_023671	protein_coding	0	0	2	0	0	0	0	2
D9C73_023672	gene-D9C73_023672	rna-gnl|WGS:SCMI|mrna_D9C73_023672	protein_coding	0	0	3	0	1	0	0	2
D9C73_023674	gene-D9C73_023674	rna-gnl|WGS:SCMI|mrna_D9C73_023674	protein_coding	0	0	1	0	0	0	0	1
D9C73_023743	gene-D9C73_023743	rna-gnl|WGS:SCMI|mrna_D9C73_023743	protein_coding	0	0	2	0	2	0	0	0
D9C73_023753	gene-D9C73_023753	rna-gnl|WGS:SCMI|mrna_D9C73_023753	protein_coding	0	0	1	0	1	0	0	0
D9C73_023810	gene-D9C73_023810	rna-gnl|WGS:SCMI|mrna_D9C73_023810	protein_coding	0	0	1	0	1	0	0	0
D9C73_023924	gene-D9C73_023924	rna-gnl|WGS:SCMI|mrna_D9C73_023924	protein_coding	0	0	1	1	0	0	0	0
D9C73_023925	gene-D9C73_023925	rna-gnl|WGS:SCMI|mrna_D9C73_023925	protein_coding	0	0	3	0	2	0	0	1
D9C73_024148	gene-D9C73_024148	rna-gnl|WGS:SCMI|mrna_D9C73_024148	protein_coding	0	0	1	0	1	0	0	0
D9C73_024279	gene-D9C73_024279	rna-gnl|WGS:SCMI|mrna_D9C73_024279	protein_coding	0	0	1	0	1	0	0	0
D9C73_024335	gene-D9C73_024335	rna-gnl|WGS:SCMI|mrna_D9C73_024335	protein_coding	0	0	1	1	0	0	0	0
D9C73_024340	gene-D9C73_024340	rna-gnl|WGS:SCMI|mrna_D9C73_024340	protein_coding	0	0	1	0	0	0	0	1
D9C73_024365	gene-D9C73_024365	rna-gnl|WGS:SCMI|mrna_D9C73_024365	protein_coding	0	0	4	0	4	0	0	0
D9C73_024369	gene-D9C73_024369	rna-gnl|WGS:SCMI|mrna_D9C73_024369	protein_coding	0	0	1	0	0	0	0	1
D9C73_024370	gene-D9C73_024370	rna-gnl|WGS:SCMI|mrna_D9C73_024370	protein_coding	0	0	1	1	0	0	0	0
D9C73_024391	gene-D9C73_024391	rna-gnl|WGS:SCMI|mrna_D9C73_024391	protein_coding	0	0	1	1	0	0	0	0
D9C73_024441	gene-D9C73_024441	rna-gnl|WGS:SCMI|mrna_D9C73_024441	protein_coding	0	0	1	1	0	0	0	0
D9C73_024442	gene-D9C73_024442	rna-gnl|WGS:SCMI|mrna_D9C73_024442	protein_coding	0	0	1	0	0	0	0	1
D9C73_024450	gene-D9C73_024450	rna-gnl|WGS:SCMI|mrna_D9C73_024450	protein_coding	0	0	1	0	1	0	0	0
D9C73_024472	gene-D9C73_024472	rna-gnl|WGS:SCMI|mrna_D9C73_024472	protein_coding	0	0	1	1	0	0	0	0
D9C73_024516	gene-D9C73_024516	rna-gnl|WGS:SCMI|mrna_D9C73_024516	protein_coding	0	0	2	0	0	0	0	2
D9C73_024531	gene-D9C73_024531	rna-gnl|WGS:SCMI|mrna_D9C73_024531	protein_coding	0	0	1	1	0	0	0	0
D9C73_024532	gene-D9C73_024532	rna-gnl|WGS:SCMI|mrna_D9C73_024532	protein_coding	0	0	1	0	1	0	0	0
D9C73_024545	gene-D9C73_024545	rna-gnl|WGS:SCMI|mrna_D9C73_024545	protein_coding	0	0	1	1	0	0	0	0
D9C73_024551	gene-D9C73_024551	rna-gnl|WGS:SCMI|mrna_D9C73_024551	protein_coding	0	0	1	1	0	0	0	0
D9C73_024552	gene-D9C73_024552	rna-gnl|WGS:SCMI|mrna_D9C73_024552	protein_coding	0	0	1	1	0	0	0	0
